information_action_id~information_action_type~sending_agent_id~receiving_agent_id~information_packet_id~endorsed_agent_id~change_in_amplification~tick~simulation_id
InfoAct_id_580~send~LRT (lrt.lt)~LTC Lapin Denis Alexandrovich~IP-1~0~0~1~1
InfoAct_id_581~send~LRT (lrt.lt)~LTC Lapin Denis Alexandrovich~IP-1~0~0~1~1
InfoAct_id_582~send~LRT (lrt.lt)~LTC Lapin Denis Alexandrovich~IP-2~0~0~1~1
InfoAct_id_583~send~LRT (lrt.lt)~LTC Lapin Denis Alexandrovich~IP-3~0~0~1~1
InfoAct_id_584~send~LRT (lrt.lt)~LTC Lapin Denis Alexandrovich~IP-4~0~0~1~1
InfoAct_id_585~send~LRT (lrt.lt)~LTC Lapin Denis Alexandrovich~IP-5~0~0~1~1
InfoAct_id_586~send~LRT (lrt.lt)~LTC Lapin Denis Alexandrovich~IP-6~0~0~1~1
InfoAct_id_587~send~LRT (lrt.lt)~LTC Lapin Denis Alexandrovich~IP-7~0~0~1~1
InfoAct_id_588~send~LRT (lrt.lt)~LTC Lapin Denis Alexandrovich~IP-8~0~0~1~1
InfoAct_id_589~send~LRT (lrt.lt)~LTC Lapin Denis Alexandrovich~IP-9~0~0~1~1
InfoAct_id_590~send~LRT (lrt.lt)~LTC Lapin Denis Alexandrovich~IP-10~0~0~1~1
InfoAct_id_591~send~LRT (lrt.lt)~MG Arkady Vilktotovich Bakhin~IP-6~0~0~1~1
InfoAct_id_592~send~LRT (lrt.lt)~MG Arkady Vilktotovich Bakhin~IP-1~0~0~1~1
InfoAct_id_593~send~LRT (lrt.lt)~MG Arkady Vilktotovich Bakhin~IP-2~0~0~1~1
InfoAct_id_594~send~LRT (lrt.lt)~MG Arkady Vilktotovich Bakhin~IP-3~0~0~1~1
InfoAct_id_595~send~LRT (lrt.lt)~MG Arkady Vilktotovich Bakhin~IP-4~0~0~1~1
InfoAct_id_596~send~LRT (lrt.lt)~MG Arkady Vilktotovich Bakhin~IP-5~0~0~1~1
InfoAct_id_597~send~LRT (lrt.lt)~MG Arkady Vilktotovich Bakhin~IP-6~0~0~1~1
InfoAct_id_598~send~LRT (lrt.lt)~MG Arkady Vilktotovich Bakhin~IP-7~0~0~1~1
InfoAct_id_599~send~LRT (lrt.lt)~MG Arkady Vilktotovich Bakhin~IP-8~0~0~1~1
InfoAct_id_600~send~LRT (lrt.lt)~MG Arkady Vilktotovich Bakhin~IP-9~0~0~1~1
InfoAct_id_601~send~LRT (lrt.lt)~MG Arkady Vilktotovich Bakhin~IP-10~0~0~1~1
InfoAct_id_602~send~LRT (lrt.lt)~COL Maximov Sergei Viktorovich~IP-1~0~0~1~1
InfoAct_id_603~send~LRT (lrt.lt)~COL Maximov Sergei Viktorovich~IP-1~0~0~1~1
InfoAct_id_604~send~LRT (lrt.lt)~COL Maximov Sergei Viktorovich~IP-2~0~0~1~1
InfoAct_id_605~send~LRT (lrt.lt)~COL Maximov Sergei Viktorovich~IP-3~0~0~1~1
InfoAct_id_606~send~LRT (lrt.lt)~COL Maximov Sergei Viktorovich~IP-4~0~0~1~1
InfoAct_id_607~send~LRT (lrt.lt)~COL Maximov Sergei Viktorovich~IP-5~0~0~1~1
InfoAct_id_608~send~LRT (lrt.lt)~COL Maximov Sergei Viktorovich~IP-6~0~0~1~1
InfoAct_id_609~send~LRT (lrt.lt)~COL Maximov Sergei Viktorovich~IP-7~0~0~1~1
InfoAct_id_610~send~LRT (lrt.lt)~COL Maximov Sergei Viktorovich~IP-8~0~0~1~1
InfoAct_id_611~send~LRT (lrt.lt)~COL Maximov Sergei Viktorovich~IP-9~0~0~1~1
InfoAct_id_612~send~LRT (lrt.lt)~COL Maximov Sergei Viktorovich~IP-10~0~0~1~1
InfoAct_id_613~send~LRT (lrt.lt)~COL-GEN Victor Borisovich Astapov~IP-5~0~0~1~1
InfoAct_id_614~send~LRT (lrt.lt)~COL-GEN Victor Borisovich Astapov~IP-1~0~0~1~1
InfoAct_id_615~send~LRT (lrt.lt)~COL-GEN Victor Borisovich Astapov~IP-2~0~0~1~1
InfoAct_id_616~send~LRT (lrt.lt)~COL-GEN Victor Borisovich Astapov~IP-3~0~0~1~1
InfoAct_id_617~send~LRT (lrt.lt)~COL-GEN Victor Borisovich Astapov~IP-4~0~0~1~1
InfoAct_id_618~send~LRT (lrt.lt)~COL-GEN Victor Borisovich Astapov~IP-5~0~0~1~1
InfoAct_id_619~send~LRT (lrt.lt)~COL-GEN Victor Borisovich Astapov~IP-6~0~0~1~1
InfoAct_id_620~send~LRT (lrt.lt)~COL-GEN Victor Borisovich Astapov~IP-7~0~0~1~1
InfoAct_id_621~send~LRT (lrt.lt)~COL-GEN Victor Borisovich Astapov~IP-8~0~0~1~1
InfoAct_id_622~send~LRT (lrt.lt)~COL-GEN Victor Borisovich Astapov~IP-9~0~0~1~1
InfoAct_id_623~send~LRT (lrt.lt)~COL-GEN Victor Borisovich Astapov~IP-10~0~0~1~1
InfoAct_id_624~send~LRT (lrt.lt)~COL-GEN Anatoly Alekseyevich Sidorov~IP-10~0~0~1~1
InfoAct_id_625~send~LRT (lrt.lt)~COL-GEN Anatoly Alekseyevich Sidorov~IP-1~0~0~1~1
InfoAct_id_626~send~LRT (lrt.lt)~COL-GEN Anatoly Alekseyevich Sidorov~IP-2~0~0~1~1
InfoAct_id_627~send~LRT (lrt.lt)~COL-GEN Anatoly Alekseyevich Sidorov~IP-3~0~0~1~1
InfoAct_id_628~send~LRT (lrt.lt)~COL-GEN Anatoly Alekseyevich Sidorov~IP-4~0~0~1~1
InfoAct_id_629~send~LRT (lrt.lt)~COL-GEN Anatoly Alekseyevich Sidorov~IP-5~0~0~1~1
InfoAct_id_630~send~LRT (lrt.lt)~COL-GEN Anatoly Alekseyevich Sidorov~IP-6~0~0~1~1
InfoAct_id_631~send~LRT (lrt.lt)~COL-GEN Anatoly Alekseyevich Sidorov~IP-7~0~0~1~1
InfoAct_id_632~send~LRT (lrt.lt)~COL-GEN Anatoly Alekseyevich Sidorov~IP-8~0~0~1~1
InfoAct_id_633~send~LRT (lrt.lt)~COL-GEN Anatoly Alekseyevich Sidorov~IP-9~0~0~1~1
InfoAct_id_634~send~LRT (lrt.lt)~COL-GEN Anatoly Alekseyevich Sidorov~IP-10~0~0~1~1
InfoAct_id_635~send~LRT (lrt.lt)~Audrius Ciuplys~IP-5~0~0~1~1
InfoAct_id_636~send~LRT (lrt.lt)~Audrius Ciuplys~IP-1~0~0~1~1
InfoAct_id_637~send~LRT (lrt.lt)~Audrius Ciuplys~IP-2~0~0~1~1
InfoAct_id_638~send~LRT (lrt.lt)~Audrius Ciuplys~IP-3~0~0~1~1
InfoAct_id_639~send~LRT (lrt.lt)~Audrius Ciuplys~IP-4~0~0~1~1
InfoAct_id_640~send~LRT (lrt.lt)~Audrius Ciuplys~IP-5~0~0~1~1
InfoAct_id_641~send~LRT (lrt.lt)~Audrius Ciuplys~IP-6~0~0~1~1
InfoAct_id_642~send~LRT (lrt.lt)~Audrius Ciuplys~IP-7~0~0~1~1
InfoAct_id_643~send~LRT (lrt.lt)~Audrius Ciuplys~IP-8~0~0~1~1
InfoAct_id_644~send~LRT (lrt.lt)~Audrius Ciuplys~IP-9~0~0~1~1
InfoAct_id_645~send~LRT (lrt.lt)~Audrius Ciuplys~IP-10~0~0~1~1
InfoAct_id_646~send~Diena (Diena.lt)~B-ID-4~IP-115~0~+0.1~1~1
InfoAct_id_647~send~Diena (Diena.lt)~B-ID-4~IP-112~0~0~1~1
InfoAct_id_648~send~Diena (Diena.lt)~B-ID-4~IP-113~0~0~1~1
InfoAct_id_649~send~Diena (Diena.lt)~B-ID-4~IP-114~0~0~1~1
InfoAct_id_650~send~Diena (Diena.lt)~B-ID-4~IP-115~0~0~1~1
InfoAct_id_651~send~Diena (Diena.lt)~B-ID-4~IP-116~0~0~1~1
InfoAct_id_652~send~Diena (Diena.lt)~B-ID-4~IP-117~0~0~1~1
InfoAct_id_653~send~Diena (Diena.lt)~B-ID-4~IP-118~0~0~1~1
InfoAct_id_654~send~Diena (Diena.lt)~B-ID-6~IP-112~0~+0.1~1~1
InfoAct_id_655~send~Diena (Diena.lt)~B-ID-6~IP-112~0~0~1~1
InfoAct_id_656~send~Diena (Diena.lt)~B-ID-6~IP-113~0~0~1~1
InfoAct_id_657~send~Diena (Diena.lt)~B-ID-6~IP-114~0~0~1~1
InfoAct_id_658~send~Diena (Diena.lt)~B-ID-6~IP-115~0~0~1~1
InfoAct_id_659~send~Diena (Diena.lt)~B-ID-6~IP-116~0~0~1~1
InfoAct_id_660~send~Diena (Diena.lt)~B-ID-6~IP-117~0~0~1~1
InfoAct_id_661~send~Diena (Diena.lt)~B-ID-6~IP-118~0~0~1~1
InfoAct_id_662~send~Diena (Diena.lt)~B-ID-23~IP-118~0~+0.1~1~1
InfoAct_id_663~send~Diena (Diena.lt)~B-ID-23~IP-112~0~0~1~1
InfoAct_id_664~send~Diena (Diena.lt)~B-ID-23~IP-113~0~0~1~1
InfoAct_id_665~send~Diena (Diena.lt)~B-ID-23~IP-114~0~0~1~1
InfoAct_id_666~send~Diena (Diena.lt)~B-ID-23~IP-115~0~0~1~1
InfoAct_id_667~send~Diena (Diena.lt)~B-ID-23~IP-116~0~0~1~1
InfoAct_id_668~send~Diena (Diena.lt)~B-ID-23~IP-117~0~0~1~1
InfoAct_id_669~send~Diena (Diena.lt)~B-ID-23~IP-118~0~0~1~1
InfoAct_id_670~send~Diena (Diena.lt)~B-ID-31~IP-115~0~+0.1~1~1
InfoAct_id_671~send~Diena (Diena.lt)~B-ID-31~IP-112~0~0~1~1
InfoAct_id_672~send~Diena (Diena.lt)~B-ID-31~IP-113~0~0~1~1
InfoAct_id_673~send~Diena (Diena.lt)~B-ID-31~IP-114~0~0~1~1
InfoAct_id_674~send~Diena (Diena.lt)~B-ID-31~IP-115~0~0~1~1
InfoAct_id_675~send~Diena (Diena.lt)~B-ID-31~IP-116~0~0~1~1
InfoAct_id_676~send~Diena (Diena.lt)~B-ID-31~IP-117~0~0~1~1
InfoAct_id_677~send~Diena (Diena.lt)~B-ID-31~IP-118~0~0~1~1
InfoAct_id_678~send~Diena (Diena.lt)~B-ID-44~IP-112~0~+0.1~1~1
InfoAct_id_679~send~Diena (Diena.lt)~B-ID-44~IP-112~0~0~1~1
InfoAct_id_680~send~Diena (Diena.lt)~B-ID-44~IP-113~0~0~1~1
InfoAct_id_681~send~Diena (Diena.lt)~B-ID-44~IP-114~0~0~1~1
InfoAct_id_682~send~Diena (Diena.lt)~B-ID-44~IP-115~0~0~1~1
InfoAct_id_683~send~Diena (Diena.lt)~B-ID-44~IP-116~0~0~1~1
InfoAct_id_684~send~Diena (Diena.lt)~B-ID-44~IP-117~0~0~1~1
InfoAct_id_685~send~Diena (Diena.lt)~B-ID-44~IP-118~0~0~1~1
InfoAct_id_686~send~Diena (Diena.lt)~B-ID-76~IP-113~0~+0.1~1~1
InfoAct_id_687~send~Diena (Diena.lt)~B-ID-76~IP-112~0~0~1~1
InfoAct_id_688~send~Diena (Diena.lt)~B-ID-76~IP-113~0~0~1~1
InfoAct_id_689~send~Diena (Diena.lt)~B-ID-76~IP-114~0~0~1~1
InfoAct_id_690~send~Diena (Diena.lt)~B-ID-76~IP-115~0~0~1~1
InfoAct_id_691~send~Diena (Diena.lt)~B-ID-76~IP-116~0~0~1~1
InfoAct_id_692~send~Diena (Diena.lt)~B-ID-76~IP-117~0~0~1~1
InfoAct_id_693~send~Diena (Diena.lt)~B-ID-76~IP-118~0~0~1~1
InfoAct_id_694~send~Kauno Diena (kauno.diena.lt)~B-ID-76~IP-198~0~+0.1~1~1
InfoAct_id_695~send~Kauno Diena (kauno.diena.lt)~B-ID-76~IP-192~0~0~1~1
InfoAct_id_696~send~Kauno Diena (kauno.diena.lt)~B-ID-76~IP-193~0~0~1~1
InfoAct_id_697~send~Kauno Diena (kauno.diena.lt)~B-ID-76~IP-194~0~0~1~1
InfoAct_id_698~send~Kauno Diena (kauno.diena.lt)~B-ID-76~IP-195~0~0~1~1
InfoAct_id_699~send~Kauno Diena (kauno.diena.lt)~B-ID-76~IP-196~0~0~1~1
InfoAct_id_700~send~Kauno Diena (kauno.diena.lt)~B-ID-76~IP-197~0~0~1~1
InfoAct_id_701~send~Kauno Diena (kauno.diena.lt)~B-ID-76~IP-198~0~0~1~1
InfoAct_id_702~send~Kauno Diena (kauno.diena.lt)~B-ID-76~IP-199~0~0~1~1
InfoAct_id_703~send~Kauno Diena (kauno.diena.lt)~Simonas Gurevicius~IP-194~0~+0.1~1~1
InfoAct_id_704~send~Kauno Diena (kauno.diena.lt)~Simonas Gurevicius~IP-192~0~0~1~1
InfoAct_id_705~send~Kauno Diena (kauno.diena.lt)~Simonas Gurevicius~IP-193~0~0~1~1
InfoAct_id_706~send~Kauno Diena (kauno.diena.lt)~Simonas Gurevicius~IP-194~0~0~1~1
InfoAct_id_707~send~Kauno Diena (kauno.diena.lt)~Simonas Gurevicius~IP-195~0~0~1~1
InfoAct_id_708~send~Kauno Diena (kauno.diena.lt)~Simonas Gurevicius~IP-196~0~0~1~1
InfoAct_id_709~send~Kauno Diena (kauno.diena.lt)~Simonas Gurevicius~IP-197~0~0~1~1
InfoAct_id_710~send~Kauno Diena (kauno.diena.lt)~Simonas Gurevicius~IP-198~0~0~1~1
InfoAct_id_711~send~Kauno Diena (kauno.diena.lt)~Simonas Gurevicius~IP-199~0~0~1~1
InfoAct_id_712~send~Kauno Diena (kauno.diena.lt)~Bishop K?stutis K?valas CATH~IP-197~0~+0.1~1~1
InfoAct_id_713~send~Kauno Diena (kauno.diena.lt)~Bishop K?stutis K?valas CATH~IP-192~0~0~1~1
InfoAct_id_714~send~Kauno Diena (kauno.diena.lt)~Bishop K?stutis K?valas CATH~IP-193~0~0~1~1
InfoAct_id_715~send~Kauno Diena (kauno.diena.lt)~Bishop K?stutis K?valas CATH~IP-194~0~0~1~1
InfoAct_id_716~send~Kauno Diena (kauno.diena.lt)~Bishop K?stutis K?valas CATH~IP-195~0~0~1~1
InfoAct_id_717~send~Kauno Diena (kauno.diena.lt)~Bishop K?stutis K?valas CATH~IP-196~0~0~1~1
InfoAct_id_718~send~Kauno Diena (kauno.diena.lt)~Bishop K?stutis K?valas CATH~IP-197~0~0~1~1
InfoAct_id_719~send~Kauno Diena (kauno.diena.lt)~Bishop K?stutis K?valas CATH~IP-198~0~0~1~1
InfoAct_id_720~send~Kauno Diena (kauno.diena.lt)~Bishop K?stutis K?valas CATH~IP-199~0~0~1~1
InfoAct_id_721~send~Kauno Diena (kauno.diena.lt)~MG Arkady Vilktotovich Bakhin~IP-194~0~-0.1~1~1
InfoAct_id_722~send~Kauno Diena (kauno.diena.lt)~MG Arkady Vilktotovich Bakhin~IP-192~0~0~1~1
InfoAct_id_723~send~Kauno Diena (kauno.diena.lt)~MG Arkady Vilktotovich Bakhin~IP-193~0~0~1~1
InfoAct_id_724~send~Kauno Diena (kauno.diena.lt)~MG Arkady Vilktotovich Bakhin~IP-194~0~0~1~1
InfoAct_id_725~send~Kauno Diena (kauno.diena.lt)~MG Arkady Vilktotovich Bakhin~IP-195~0~0~1~1
InfoAct_id_726~send~Kauno Diena (kauno.diena.lt)~MG Arkady Vilktotovich Bakhin~IP-196~0~0~1~1
InfoAct_id_727~send~Kauno Diena (kauno.diena.lt)~MG Arkady Vilktotovich Bakhin~IP-197~0~0~1~1
InfoAct_id_728~send~Kauno Diena (kauno.diena.lt)~MG Arkady Vilktotovich Bakhin~IP-198~0~0~1~1
InfoAct_id_729~send~Kauno Diena (kauno.diena.lt)~MG Arkady Vilktotovich Bakhin~IP-199~0~0~1~1
InfoAct_id_730~send~Kauno Diena (kauno.diena.lt)~Paulius Keras~IP-198~0~+0.1~1~1
InfoAct_id_731~send~Kauno Diena (kauno.diena.lt)~Paulius Keras~IP-192~0~0~1~1
InfoAct_id_732~send~Kauno Diena (kauno.diena.lt)~Paulius Keras~IP-193~0~0~1~1
InfoAct_id_733~send~Kauno Diena (kauno.diena.lt)~Paulius Keras~IP-194~0~0~1~1
InfoAct_id_734~send~Kauno Diena (kauno.diena.lt)~Paulius Keras~IP-195~0~0~1~1
InfoAct_id_735~send~Kauno Diena (kauno.diena.lt)~Paulius Keras~IP-196~0~0~1~1
InfoAct_id_736~send~Kauno Diena (kauno.diena.lt)~Paulius Keras~IP-197~0~0~1~1
InfoAct_id_737~send~Kauno Diena (kauno.diena.lt)~Paulius Keras~IP-198~0~0~1~1
InfoAct_id_738~send~Kauno Diena (kauno.diena.lt)~Paulius Keras~IP-199~0~0~1~1
InfoAct_id_739~send~L24 (l24.lt)~B-ID-16~IP-344~0~-0.1~1~1
InfoAct_id_740~send~L24 (l24.lt)~B-ID-16~IP-342~0~0~1~1
InfoAct_id_741~send~L24 (l24.lt)~B-ID-16~IP-343~0~0~1~1
InfoAct_id_742~send~L24 (l24.lt)~B-ID-16~IP-344~0~0~1~1
InfoAct_id_743~send~L24 (l24.lt)~B-ID-16~IP-345~0~0~1~1
InfoAct_id_744~send~L24 (l24.lt)~B-ID-16~IP-346~0~0~1~1
InfoAct_id_745~send~L24 (l24.lt)~B-ID-16~IP-347~0~0~1~1
InfoAct_id_746~send~L24 (l24.lt)~B-ID-16~IP-348~0~0~1~1
InfoAct_id_747~send~L24 (l24.lt)~B-ID-16~IP-352~0~0~1~1
InfoAct_id_748~send~L24 (l24.lt)~B-ID-35~IP-344~0~-0.1~1~1
InfoAct_id_749~send~L24 (l24.lt)~B-ID-35~IP-342~0~0~1~1
InfoAct_id_750~send~L24 (l24.lt)~B-ID-35~IP-343~0~0~1~1
InfoAct_id_751~send~L24 (l24.lt)~B-ID-35~IP-344~0~0~1~1
InfoAct_id_752~send~L24 (l24.lt)~B-ID-35~IP-345~0~0~1~1
InfoAct_id_753~send~L24 (l24.lt)~B-ID-35~IP-346~0~0~1~1
InfoAct_id_754~send~L24 (l24.lt)~B-ID-35~IP-347~0~0~1~1
InfoAct_id_755~send~L24 (l24.lt)~B-ID-35~IP-348~0~0~1~1
InfoAct_id_756~send~L24 (l24.lt)~B-ID-35~IP-352~0~0~1~1
InfoAct_id_757~send~L24 (l24.lt)~B-ID-41~IP-346~0~+0.1~1~1
InfoAct_id_758~send~L24 (l24.lt)~B-ID-41~IP-342~0~0~1~1
InfoAct_id_759~send~L24 (l24.lt)~B-ID-41~IP-343~0~0~1~1
InfoAct_id_760~send~L24 (l24.lt)~B-ID-41~IP-344~0~0~1~1
InfoAct_id_761~send~L24 (l24.lt)~B-ID-41~IP-345~0~0~1~1
InfoAct_id_762~send~L24 (l24.lt)~B-ID-41~IP-346~0~0~1~1
InfoAct_id_763~send~L24 (l24.lt)~B-ID-41~IP-347~0~0~1~1
InfoAct_id_764~send~L24 (l24.lt)~B-ID-41~IP-348~0~0~1~1
InfoAct_id_765~send~L24 (l24.lt)~B-ID-41~IP-352~0~0~1~1
InfoAct_id_766~send~L24 (l24.lt)~B-ID-43~IP-342~0~+0.1~1~1
InfoAct_id_767~send~L24 (l24.lt)~B-ID-43~IP-342~0~0~1~1
InfoAct_id_768~send~L24 (l24.lt)~B-ID-43~IP-343~0~0~1~1
InfoAct_id_769~send~L24 (l24.lt)~B-ID-43~IP-344~0~0~1~1
InfoAct_id_770~send~L24 (l24.lt)~B-ID-43~IP-345~0~0~1~1
InfoAct_id_771~send~L24 (l24.lt)~B-ID-43~IP-346~0~0~1~1
InfoAct_id_772~send~L24 (l24.lt)~B-ID-43~IP-347~0~0~1~1
InfoAct_id_773~send~L24 (l24.lt)~B-ID-43~IP-348~0~0~1~1
InfoAct_id_774~send~L24 (l24.lt)~B-ID-43~IP-352~0~0~1~1
InfoAct_id_775~send~L24 (l24.lt)~B-ID-76~IP-348~0~+0.1~1~1
InfoAct_id_776~send~L24 (l24.lt)~B-ID-76~IP-342~0~0~1~1
InfoAct_id_777~send~L24 (l24.lt)~B-ID-76~IP-343~0~0~1~1
InfoAct_id_778~send~L24 (l24.lt)~B-ID-76~IP-344~0~0~1~1
InfoAct_id_779~send~L24 (l24.lt)~B-ID-76~IP-345~0~0~1~1
InfoAct_id_780~send~L24 (l24.lt)~B-ID-76~IP-346~0~0~1~1
InfoAct_id_781~send~L24 (l24.lt)~B-ID-76~IP-347~0~0~1~1
InfoAct_id_782~send~L24 (l24.lt)~B-ID-76~IP-348~0~0~1~1
InfoAct_id_783~send~L24 (l24.lt)~B-ID-76~IP-352~0~0~1~1
InfoAct_id_784~send~L24 (l24.lt)~Virgis Bagdonas~IP-352~0~0~1~1
InfoAct_id_785~send~L24 (l24.lt)~Virgis Bagdonas~IP-342~0~0~1~1
InfoAct_id_786~send~L24 (l24.lt)~Virgis Bagdonas~IP-343~0~0~1~1
InfoAct_id_787~send~L24 (l24.lt)~Virgis Bagdonas~IP-344~0~0~1~1
InfoAct_id_788~send~L24 (l24.lt)~Virgis Bagdonas~IP-345~0~0~1~1
InfoAct_id_789~send~L24 (l24.lt)~Virgis Bagdonas~IP-346~0~0~1~1
InfoAct_id_790~send~L24 (l24.lt)~Virgis Bagdonas~IP-347~0~0~1~1
InfoAct_id_791~send~L24 (l24.lt)~Virgis Bagdonas~IP-348~0~0~1~1
InfoAct_id_792~send~L24 (l24.lt)~Virgis Bagdonas~IP-352~0~0~1~1
